,gen,x,y
350,COX2,3118,1
351,COX2,3119,1
352,COX2,3120,1
353,COX2,3121,1
354,COX2,3122,1
355,COX2,3123,1
356,COX2,3124,1
357,COX2,3125,1
358,COX2,3126,1
359,COX2,3127,1
360,COX2,3128,1
361,COX2,3129,1
362,COX2,3130,1
363,COX2,3131,1
364,COX2,3132,1
365,COX2,3133,1
366,COX2,3134,1
367,COX2,3135,1
368,COX2,3136,1
369,COX2,3137,1
370,COX2,3138,1
371,COX2,3139,1
372,COX2,3140,1
373,COX2,3141,1
374,COX2,3142,1
375,COX2,3143,1
376,COX2,3144,1
377,COX2,3145,1
378,COX2,3146,1
379,COX2,3147,1
380,COX2,3148,1
381,COX2,3149,1
382,COX2,3150,1
383,COX2,3151,1
384,COX2,3152,1
385,COX2,3153,1
386,COX2,3154,1
387,COX2,3155,1
388,COX2,3156,1
389,COX2,3157,1
390,COX2,3158,1
391,COX2,3159,1
392,COX2,3160,1
393,COX2,3161,1
394,COX2,3162,1
395,COX2,3163,1
396,COX2,3164,1
397,COX2,3165,1
398,COX2,3166,1
399,COX2,3167,1
400,COX2,3168,1
401,COX2,3169,1
402,COX2,3170,1
403,COX2,3171,1
404,COX2,3172,1
405,COX2,3173,1
406,COX2,3174,1
407,COX2,3175,1
408,COX2,3176,1
409,COX2,3177,1
410,COX2,3178,1
411,COX2,3179,1
412,COX2,3180,1
413,COX2,3181,1
414,COX2,3182,1
415,COX2,3183,1
416,COX2,3184,1
417,COX2,3185,1
418,COX2,3186,1
419,COX2,3187,1
420,COX2,3188,1
421,COX2,3189,1
422,COX2,3190,1
423,COX2,3191,1
424,COX2,3192,1
425,COX2,3193,1
426,COX2,3194,1
427,COX2,3195,1
428,COX2,3196,1
429,COX2,3197,1
430,COX2,3198,1
431,COX2,3199,1
432,COX2,3200,1
433,COX2,3201,1
434,COX2,3202,1
435,COX2,3203,1
436,COX2,3204,1
437,COX2,3205,1
438,COX2,3206,1
439,COX2,3207,1
440,COX2,3208,1
441,COX2,3209,1
442,COX2,3210,1
443,COX2,3211,1
444,COX2,3212,1
445,COX2,3213,1
446,COX2,3214,1
447,COX2,3215,1
448,COX2,3216,1
449,COX2,3217,1
450,COX2,3218,1
451,COX2,3219,1
452,COX2,3220,1
453,COX2,3221,1
454,COX2,3222,1
455,COX2,3223,1
456,COX2,3224,1
457,COX2,3225,1
458,COX2,3226,1
459,COX2,3227,1
460,COX2,3228,1
461,COX2,3229,1
462,COX2,3230,1
463,COX2,3231,1
464,COX2,3232,1
465,COX2,3233,1
466,COX2,3234,1
467,COX2,3235,1
468,COX2,3236,1
469,COX2,3237,1
470,COX2,3238,1
471,COX2,3239,1
472,COX2,3240,1
473,COX2,3241,1
474,COX2,3242,1
475,COX2,3243,1
476,COX2,3244,1
477,COX2,3245,1
478,COX2,3246,1
479,COX2,3247,1
480,COX2,3248,1
481,COX2,3249,1
482,COX2,3250,1
483,COX2,3251,1
484,COX2,3252,1
485,COX2,3253,1
486,COX2,3254,1
487,COX2,3255,1
488,COX2,3256,1
489,COX2,3257,1
490,COX2,3258,1
491,COX2,3259,1
492,COX2,3260,1
493,COX2,3261,1
494,COX2,3262,1
495,COX2,3263,1
496,COX2,3264,1
497,COX2,3265,1
498,COX2,3266,1
499,COX2,3267,1
500,COX2,3268,1
501,COX2,3269,1
502,COX2,3270,1
503,COX2,3271,1
504,COX2,3272,1
505,COX2,3273,1
506,COX2,3274,1
507,COX2,3275,1
508,COX2,3276,1
509,COX2,3277,1
510,COX2,3278,1
511,COX2,3279,1
512,COX2,3280,1
513,COX2,3281,1
514,COX2,3282,1
515,COX2,3283,1
516,COX2,3284,1
517,COX2,3285,1
518,COX2,3286,1
519,COX2,3287,1
520,COX2,3288,1
521,COX2,3289,1
522,COX2,3290,1
523,COX2,3291,1
524,COX2,3292,1
525,COX2,3293,1
526,COX2,3294,1
527,COX2,3295,1
528,COX2,3296,1
529,COX2,3297,1
530,COX2,3298,1
531,COX2,3299,1
532,COX2,3300,1
533,COX2,3301,1
534,COX2,3302,1
535,COX2,3303,1
536,COX2,3304,1
537,COX2,3305,1
538,COX2,3306,1
539,COX2,3307,1
540,COX2,3308,1
541,COX2,3309,1
542,COX2,3310,1
543,COX2,3311,1
544,COX2,3312,1
545,COX2,3313,1
546,COX2,3314,1
547,COX2,3315,1
548,COX2,3316,1
549,COX2,3317,1
550,COX2,3318,1
551,COX2,3319,1
552,COX2,3320,1
553,COX2,3321,1
554,COX2,3322,1
555,COX2,3323,1
556,COX2,3324,1
557,COX2,3325,1
558,COX2,3326,1
559,COX2,3327,1
560,COX2,3328,1
561,COX2,3329,1
562,COX2,3330,1
563,COX2,3331,1
564,COX2,3332,1
565,COX2,3333,1
566,COX2,3334,1
567,COX2,3335,1
568,COX2,3336,1
569,COX2,3337,1
570,COX2,3338,1
571,COX2,3339,1
572,COX2,3340,1
573,COX2,3341,1
574,COX2,3342,1
575,COX2,3343,1
576,COX2,3344,1
577,COX2,3345,1
578,COX2,3346,1
579,COX2,3347,1
580,COX2,3348,1
581,COX2,3349,1
582,COX2,3350,1
583,COX2,3351,1
584,COX2,3352,1
585,COX2,3353,1
586,COX2,3354,1
587,COX2,3355,1
588,COX2,3356,1
589,COX2,3357,1
590,COX2,3358,1
591,COX2,3359,1
592,COX2,3360,1
593,COX2,3361,1
594,COX2,3362,1
595,COX2,3363,1
596,COX2,3364,1
597,COX2,3365,1
598,COX2,3366,1
599,COX2,3367,1
600,COX2,3368,1
601,COX2,3369,1
602,COX2,3370,1
603,COX2,3371,1
604,COX2,3372,1
605,COX2,3373,1
606,COX2,3374,1
607,COX2,3375,1
608,COX2,3376,1
609,COX2,3377,1
610,COX2,3378,1
611,COX2,3379,1
612,COX2,3380,1
613,COX2,3381,1
614,COX2,3382,1
615,COX2,3383,1
616,COX2,3384,1
617,COX2,3385,1
618,COX2,3386,1
619,COX2,3387,1
620,COX2,3388,1
621,COX2,3389,1
622,COX2,3390,1
623,COX2,3391,1
624,COX2,3392,1
625,COX2,3393,1
626,COX2,3394,1
627,COX2,3395,1
628,COX2,3396,1
629,COX2,3397,1
630,COX2,3398,1
631,COX2,3399,1
632,COX2,3400,1
633,COX2,3401,1
634,COX2,3402,1
635,COX2,3403,1
636,COX2,3404,1
637,COX2,3405,1
638,COX2,3406,1
639,COX2,3407,1
640,COX2,3408,1
641,COX2,3409,1
642,COX2,3410,1
643,COX2,3411,1
644,COX2,3412,1
645,COX2,3413,1
646,COX2,3414,1
647,COX2,3415,1
648,COX2,3416,1
649,COX2,3417,1
650,COX2,3418,1
651,COX2,3419,1
652,COX2,3420,1
653,COX2,3421,1
654,COX2,3422,1
655,COX2,3423,1
656,COX2,3424,1
657,COX2,3425,1
658,COX2,3426,1
659,COX2,3427,1
660,COX2,3428,1
661,COX2,3429,1
662,COX2,3430,1
663,COX2,3431,1
664,COX2,3432,1
665,COX2,3433,1
666,COX2,3434,1
667,COX2,3435,1
668,COX2,3436,1
669,COX2,3437,1
670,COX2,3438,1
671,COX2,3439,1
672,COX2,3440,1
673,COX2,3441,1
674,COX2,3442,1
675,COX2,3443,1
676,COX2,3444,1
0,trnK,3444,1
1,trnK,3445,1
2,trnK,3446,1
3,trnK,3447,1
4,trnK,3448,1
5,trnK,3449,1
6,trnK,3450,1
7,trnK,3451,1
8,trnK,3452,1
9,trnK,3453,1
10,trnK,3454,1
11,trnK,3455,1
12,trnK,3456,1
13,trnK,3457,1
14,trnK,3458,1
15,trnK,3459,1
16,trnK,3460,1
17,trnK,3461,1
18,trnK,3462,1
19,trnK,3463,1
20,trnK,3464,1
21,trnK,3465,1
22,trnK,3466,1
23,trnK,3467,1
24,trnK,3468,1
25,trnK,3469,1
26,trnK,3470,1
27,trnK,3471,1
28,trnK,3472,1
29,trnK,3473,1
30,trnK,3474,1
31,trnK,3475,1
32,trnK,3476,1
33,trnK,3477,1
34,trnK,3478,1
35,trnK,3479,1
36,trnK,3480,1
37,trnK,3481,1
38,trnK,3482,1
39,trnK,3483,1
40,trnK,3484,1
41,trnK,3485,1
42,trnK,3486,1
43,trnK,3487,1
44,trnK,3488,1
45,trnK,3489,1
46,trnK,3490,1
47,trnK,3491,1
48,trnK,3492,1
49,trnK,3493,1
50,trnK,3494,1
51,trnK,3495,1
52,trnK,3496,1
53,trnK,3497,1
54,trnK,3498,1
55,trnK,3499,1
56,trnK,3500,1
57,trnK,3501,1
58,trnK,3502,1
59,trnK,3503,1
60,trnK,3504,1
61,trnK,3505,1
62,trnK,3506,1
63,trnK,3507,1
64,trnK,3508,1
65,trnK,3509,1
66,trnK,3510,1
67,trnK,3511,1
68,trnK,3512,1
0,trnD,3512,1
1,trnD,3513,1
2,trnD,3514,1
3,trnD,3515,1
4,trnD,3516,1
5,trnD,3517,1
6,trnD,3518,1
7,trnD,3519,1
8,trnD,3520,1
9,trnD,3521,1
10,trnD,3522,1
11,trnD,3523,1
12,trnD,3524,1
13,trnD,3525,1
14,trnD,3526,1
15,trnD,3527,1
16,trnD,3528,1
17,trnD,3529,1
18,trnD,3530,1
19,trnD,3531,1
20,trnD,3532,1
21,trnD,3533,1
22,trnD,3534,1
23,trnD,3535,1
24,trnD,3536,1
25,trnD,3537,1
26,trnD,3538,1
27,trnD,3539,1
28,trnD,3540,1
29,trnD,3541,1
30,trnD,3542,1
31,trnD,3543,1
32,trnD,3544,1
33,trnD,3545,1
34,trnD,3546,1
35,trnD,3547,1
36,trnD,3548,1
37,trnD,3549,1
38,trnD,3550,1
39,trnD,3551,1
40,trnD,3552,1
41,trnD,3553,1
42,trnD,3554,1
43,trnD,3555,1
44,trnD,3556,1
45,trnD,3557,1
46,trnD,3558,1
47,trnD,3559,1
48,trnD,3560,1
49,trnD,3561,1
50,trnD,3562,1
51,trnD,3563,1
52,trnD,3564,1
53,trnD,3565,1
54,trnD,3566,1
55,trnD,3567,1
56,trnD,3568,1
57,trnD,3569,1
58,trnD,3570,1
59,trnD,3571,1
60,trnD,3572,1
61,trnD,3573,1
62,trnD,3574,1
63,trnD,3575,1
0,ATP8,3575,1
1,ATP8,3576,1
2,ATP8,3577,1
3,ATP8,3578,1
4,ATP8,3579,1
5,ATP8,3580,1
6,ATP8,3581,1
7,ATP8,3582,1
8,ATP8,3583,1
9,ATP8,3584,1
10,ATP8,3585,1
11,ATP8,3586,1
12,ATP8,3587,1
13,ATP8,3588,1
14,ATP8,3589,1
15,ATP8,3590,1
16,ATP8,3591,1
17,ATP8,3592,1
18,ATP8,3593,1
19,ATP8,3594,1
20,ATP8,3595,1
21,ATP8,3596,1
22,ATP8,3597,1
23,ATP8,3598,1
24,ATP8,3599,1
25,ATP8,3600,1
26,ATP8,3601,1
27,ATP8,3602,1
28,ATP8,3603,1
29,ATP8,3604,1
30,ATP8,3605,1
31,ATP8,3606,1
32,ATP8,3607,1
33,ATP8,3608,1
34,ATP8,3609,1
35,ATP8,3610,1
36,ATP8,3611,1
37,ATP8,3612,1
38,ATP8,3613,1
39,ATP8,3614,1
40,ATP8,3615,1
41,ATP8,3616,1
42,ATP8,3617,1
43,ATP8,3618,1
44,ATP8,3619,1
45,ATP8,3620,1
46,ATP8,3621,1
47,ATP8,3622,1
48,ATP8,3623,1
49,ATP8,3624,1
50,ATP8,3625,1
51,ATP8,3626,1
52,ATP8,3627,1
53,ATP8,3628,1
54,ATP8,3629,1
55,ATP8,3630,1
56,ATP8,3631,1
57,ATP8,3632,1
58,ATP8,3633,1
59,ATP8,3634,1
60,ATP8,3635,1
61,ATP8,3636,1
62,ATP8,3637,1
63,ATP8,3638,1
64,ATP8,3639,1
65,ATP8,3640,1
66,ATP8,3641,1
67,ATP8,3642,1
68,ATP8,3643,1
69,ATP8,3644,1
70,ATP8,3645,1
71,ATP8,3646,1
72,ATP8,3647,1
73,ATP8,3648,1
74,ATP8,3649,1
75,ATP8,3650,1
76,ATP8,3651,1
77,ATP8,3652,1
78,ATP8,3653,1
79,ATP8,3654,1
80,ATP8,3655,1
81,ATP8,3656,1
82,ATP8,3657,1
83,ATP8,3658,1
84,ATP8,3659,1
85,ATP8,3660,1
86,ATP8,3661,1
87,ATP8,3662,1
88,ATP8,3663,1
89,ATP8,3664,1
90,ATP8,3665,1
91,ATP8,3666,1
92,ATP8,3667,1
93,ATP8,3668,1
94,ATP8,3669,1
95,ATP8,3670,1
96,ATP8,3671,1
97,ATP8,3672,1
98,ATP8,3673,1
99,ATP8,3674,1
100,ATP8,3675,1
101,ATP8,3676,1
102,ATP8,3677,1
103,ATP8,3678,1
104,ATP8,3679,1
105,ATP8,3680,1
106,ATP8,3681,1
107,ATP8,3682,1
108,ATP8,3683,1
109,ATP8,3684,1
110,ATP8,3685,1
111,ATP8,3686,1
112,ATP8,3687,1
113,ATP8,3688,1
114,ATP8,3689,1
115,ATP8,3690,1
116,ATP8,3691,1
117,ATP8,3692,1
118,ATP8,3693,1
119,ATP8,3694,1
120,ATP8,3695,1
121,ATP8,3696,1
122,ATP8,3697,1
123,ATP8,3698,1
124,ATP8,3699,1
125,ATP8,3700,1
126,ATP8,3701,1
127,ATP8,3702,1
128,ATP8,3703,1
129,ATP8,3704,1
130,ATP8,3705,1
131,ATP8,3706,1
132,ATP8,3707,1
133,ATP8,3708,1
134,ATP8,3709,1
135,ATP8,3710,1
136,ATP8,3711,1
137,ATP8,3712,1
138,ATP8,3713,1
139,ATP8,3714,1
140,ATP8,3715,1
141,ATP8,3716,1
142,ATP8,3717,1
143,ATP8,3718,1
144,ATP8,3719,1
145,ATP8,3720,1
146,ATP8,3721,1
147,ATP8,3722,1
148,ATP8,3723,1
149,ATP8,3724,1
150,ATP8,3725,1
151,ATP8,3726,1
152,ATP8,3727,1
153,ATP8,3728,1
154,ATP8,3729,1
155,ATP8,3730,1
156,ATP8,3731,1
0,ATP6,3727,1
1,ATP6,3728,1
2,ATP6,3729,1
3,ATP6,3730,1
4,ATP6,3731,1
5,ATP6,3732,1
6,ATP6,3733,1
7,ATP6,3734,1
8,ATP6,3735,1
9,ATP6,3736,1
10,ATP6,3737,1
11,ATP6,3738,1
12,ATP6,3739,1
13,ATP6,3740,1
14,ATP6,3741,1
15,ATP6,3742,1
16,ATP6,3743,1
17,ATP6,3744,1
18,ATP6,3745,1
19,ATP6,3746,1
20,ATP6,3747,1
21,ATP6,3748,1
22,ATP6,3749,1
23,ATP6,3750,1
24,ATP6,3751,1
25,ATP6,3752,1
26,ATP6,3753,1
27,ATP6,3754,1
28,ATP6,3755,1
29,ATP6,3756,1
30,ATP6,3757,1
31,ATP6,3758,1
32,ATP6,3759,1
33,ATP6,3760,1
34,ATP6,3761,1
35,ATP6,3762,1
36,ATP6,3763,1
37,ATP6,3764,1
38,ATP6,3765,1
39,ATP6,3766,1
40,ATP6,3767,1
41,ATP6,3768,1
42,ATP6,3769,1
43,ATP6,3770,1
44,ATP6,3771,1
45,ATP6,3772,1
46,ATP6,3773,1
47,ATP6,3774,1
48,ATP6,3775,1
49,ATP6,3776,1
50,ATP6,3777,1
51,ATP6,3778,1
52,ATP6,3779,1
53,ATP6,3780,1
54,ATP6,3781,1
55,ATP6,3782,1
56,ATP6,3783,1
57,ATP6,3784,1
58,ATP6,3785,1
59,ATP6,3786,1
60,ATP6,3787,1
61,ATP6,3788,1
62,ATP6,3789,1
63,ATP6,3790,1
64,ATP6,3791,1
65,ATP6,3792,1
66,ATP6,3793,1
67,ATP6,3794,1
68,ATP6,3795,1
69,ATP6,3796,1
70,ATP6,3797,1
71,ATP6,3798,1
72,ATP6,3799,1
73,ATP6,3800,1
74,ATP6,3801,1
75,ATP6,3802,1
76,ATP6,3803,1
77,ATP6,3804,1
78,ATP6,3805,1
79,ATP6,3806,1
80,ATP6,3807,1
81,ATP6,3808,1
82,ATP6,3809,1
83,ATP6,3810,1
84,ATP6,3811,1
85,ATP6,3812,1
86,ATP6,3813,1
87,ATP6,3814,1
88,ATP6,3815,1
89,ATP6,3816,1
90,ATP6,3817,1
91,ATP6,3818,1
92,ATP6,3819,1
93,ATP6,3820,1
94,ATP6,3821,1
95,ATP6,3822,1
96,ATP6,3823,1
97,ATP6,3824,1
98,ATP6,3825,1
99,ATP6,3826,1
100,ATP6,3827,1
101,ATP6,3828,1
102,ATP6,3829,1
103,ATP6,3830,1
104,ATP6,3831,1
105,ATP6,3832,1
106,ATP6,3833,1
107,ATP6,3834,1
108,ATP6,3835,1
109,ATP6,3836,1
110,ATP6,3837,1
111,ATP6,3838,1
112,ATP6,3839,1
113,ATP6,3840,1
114,ATP6,3841,1
115,ATP6,3842,1
116,ATP6,3843,1
117,ATP6,3844,1
118,ATP6,3845,1
119,ATP6,3846,1
120,ATP6,3847,1
121,ATP6,3848,1
122,ATP6,3849,1
123,ATP6,3850,1
124,ATP6,3851,1
125,ATP6,3852,1
126,ATP6,3853,1
127,ATP6,3854,1
128,ATP6,3855,1
129,ATP6,3856,1
130,ATP6,3857,1
131,ATP6,3858,1
132,ATP6,3859,1
133,ATP6,3860,1
134,ATP6,3861,1
135,ATP6,3862,1
136,ATP6,3863,1
137,ATP6,3864,1
138,ATP6,3865,1
139,ATP6,3866,1
140,ATP6,3867,1
141,ATP6,3868,1
142,ATP6,3869,1
143,ATP6,3870,1
144,ATP6,3871,1
145,ATP6,3872,1
146,ATP6,3873,1
147,ATP6,3874,1
148,ATP6,3875,1
149,ATP6,3876,1
150,ATP6,3877,1
151,ATP6,3878,1
152,ATP6,3879,1
153,ATP6,3880,1
154,ATP6,3881,1
155,ATP6,3882,1
156,ATP6,3883,1
157,ATP6,3884,1
158,ATP6,3885,1
159,ATP6,3886,1
160,ATP6,3887,1
161,ATP6,3888,1
162,ATP6,3889,1
163,ATP6,3890,1
164,ATP6,3891,1
165,ATP6,3892,1
166,ATP6,3893,1
167,ATP6,3894,1
168,ATP6,3895,1
169,ATP6,3896,1
170,ATP6,3897,1
171,ATP6,3898,1
172,ATP6,3899,1
173,ATP6,3900,1
174,ATP6,3901,1
175,ATP6,3902,1
176,ATP6,3903,1
177,ATP6,3904,1
178,ATP6,3905,1
179,ATP6,3906,1
180,ATP6,3907,1
181,ATP6,3908,1
182,ATP6,3909,1
183,ATP6,3910,1
184,ATP6,3911,1
185,ATP6,3912,1
186,ATP6,3913,1
187,ATP6,3914,1
188,ATP6,3915,1
189,ATP6,3916,1
190,ATP6,3917,1
191,ATP6,3918,1
192,ATP6,3919,1
193,ATP6,3920,1
194,ATP6,3921,1
195,ATP6,3922,1
196,ATP6,3923,1
197,ATP6,3924,1
198,ATP6,3925,1
199,ATP6,3926,1
200,ATP6,3927,1
201,ATP6,3928,1
202,ATP6,3929,1
203,ATP6,3930,1
204,ATP6,3931,1
205,ATP6,3932,1
206,ATP6,3933,1
207,ATP6,3934,1
208,ATP6,3935,1
209,ATP6,3936,1
210,ATP6,3937,1
211,ATP6,3938,1
212,ATP6,3939,1
213,ATP6,3940,1
214,ATP6,3941,1
215,ATP6,3942,1
216,ATP6,3943,1
217,ATP6,3944,1
218,ATP6,3945,1
219,ATP6,3946,1
220,ATP6,3947,1
221,ATP6,3948,1
222,ATP6,3949,1
223,ATP6,3950,1
224,ATP6,3951,1
225,ATP6,3952,1
226,ATP6,3953,1
227,ATP6,3954,1
228,ATP6,3955,1
229,ATP6,3956,1
230,ATP6,3957,1
231,ATP6,3958,1
232,ATP6,3959,1
233,ATP6,3960,1
234,ATP6,3961,1
235,ATP6,3962,1
236,ATP6,3963,1
237,ATP6,3964,1
238,ATP6,3965,1
239,ATP6,3966,1
240,ATP6,3967,1
241,ATP6,3968,1
242,ATP6,3969,1
243,ATP6,3970,1
244,ATP6,3971,1
245,ATP6,3972,1
246,ATP6,3973,1
247,ATP6,3974,1
248,ATP6,3975,1
249,ATP6,3976,1
250,ATP6,3977,1
251,ATP6,3978,1
252,ATP6,3979,1
253,ATP6,3980,1
254,ATP6,3981,1
255,ATP6,3982,1
256,ATP6,3983,1
257,ATP6,3984,1
258,ATP6,3985,1
259,ATP6,3986,1
260,ATP6,3987,1
261,ATP6,3988,1
262,ATP6,3989,1
263,ATP6,3990,1
264,ATP6,3991,1
265,ATP6,3992,1
266,ATP6,3993,1
267,ATP6,3994,1
268,ATP6,3995,1
269,ATP6,3996,1
270,ATP6,3997,1
271,ATP6,3998,1
272,ATP6,3999,1
273,ATP6,4000,1
274,ATP6,4001,1
275,ATP6,4002,1
276,ATP6,4003,1
277,ATP6,4004,1
278,ATP6,4005,1
279,ATP6,4006,1
280,ATP6,4007,1
281,ATP6,4008,1
282,ATP6,4009,1
283,ATP6,4010,1
284,ATP6,4011,1
285,ATP6,4012,1
286,ATP6,4013,1
287,ATP6,4014,1
288,ATP6,4015,1
289,ATP6,4016,1
290,ATP6,4017,1
291,ATP6,4018,1
292,ATP6,4019,1
293,ATP6,4020,1
294,ATP6,4021,1
295,ATP6,4022,1
296,ATP6,4023,1
297,ATP6,4024,1
298,ATP6,4025,1
299,ATP6,4026,1
300,ATP6,4027,1
301,ATP6,4028,1
302,ATP6,4029,1
303,ATP6,4030,1
304,ATP6,4031,1
305,ATP6,4032,1
306,ATP6,4033,1
307,ATP6,4034,1
308,ATP6,4035,1
309,ATP6,4036,1
310,ATP6,4037,1
311,ATP6,4038,1
312,ATP6,4039,1
313,ATP6,4040,1
314,ATP6,4041,1
315,ATP6,4042,1
316,ATP6,4043,1
317,ATP6,4044,1
318,ATP6,4045,1
319,ATP6,4046,1
320,ATP6,4047,1
321,ATP6,4048,1
322,ATP6,4049,1
323,ATP6,4050,1
324,ATP6,4051,1
325,ATP6,4052,1
326,ATP6,4053,1
327,ATP6,4054,1
328,ATP6,4055,1
329,ATP6,4056,1
330,ATP6,4057,1
331,ATP6,4058,1
332,ATP6,4059,1
333,ATP6,4060,1
334,ATP6,4061,1
335,ATP6,4062,1
336,ATP6,4063,1
337,ATP6,4064,1
338,ATP6,4065,1
339,ATP6,4066,1
340,ATP6,4067,1
341,ATP6,4068,1
342,ATP6,4069,1
343,ATP6,4070,1
344,ATP6,4071,1
345,ATP6,4072,1
346,ATP6,4073,1
347,ATP6,4074,1
348,ATP6,4075,1
349,ATP6,4076,1
350,ATP6,4077,1
351,ATP6,4078,1
352,ATP6,4079,1
353,ATP6,4080,1
354,ATP6,4081,1
355,ATP6,4082,1
356,ATP6,4083,1
357,ATP6,4084,1
358,ATP6,4085,1
359,ATP6,4086,1
360,ATP6,4087,1
361,ATP6,4088,1
362,ATP6,4089,1
363,ATP6,4090,1
364,ATP6,4091,1
365,ATP6,4092,1
366,ATP6,4093,1
367,ATP6,4094,1
368,ATP6,4095,1
369,ATP6,4096,1
370,ATP6,4097,1
371,ATP6,4098,1
372,ATP6,4099,1
373,ATP6,4100,1
374,ATP6,4101,1
375,ATP6,4102,1
376,ATP6,4103,1
377,ATP6,4104,1
378,ATP6,4105,1
379,ATP6,4106,1
380,ATP6,4107,1
381,ATP6,4108,1
382,ATP6,4109,1
383,ATP6,4110,1
384,ATP6,4111,1
385,ATP6,4112,1
386,ATP6,4113,1
387,ATP6,4114,1
388,ATP6,4115,1
389,ATP6,4116,1
390,ATP6,4117,1
391,ATP6,4118,1
392,ATP6,4119,1
393,ATP6,4120,1
394,ATP6,4121,1
395,ATP6,4122,1
396,ATP6,4123,1
397,ATP6,4124,1
398,ATP6,4125,1
399,ATP6,4126,1
400,ATP6,4127,1
401,ATP6,4128,1
402,ATP6,4129,1
403,ATP6,4130,1
404,ATP6,4131,1
405,ATP6,4132,1
406,ATP6,4133,1
407,ATP6,4134,1
408,ATP6,4135,1
409,ATP6,4136,1
410,ATP6,4137,1
411,ATP6,4138,1
412,ATP6,4139,1
413,ATP6,4140,1
414,ATP6,4141,1
415,ATP6,4142,1
416,ATP6,4143,1
417,ATP6,4144,1
418,ATP6,4145,1
419,ATP6,4146,1
420,ATP6,4147,1
421,ATP6,4148,1
422,ATP6,4149,1
423,ATP6,4150,1
424,ATP6,4151,1
425,ATP6,4152,1
426,ATP6,4153,1
427,ATP6,4154,1
428,ATP6,4155,1
429,ATP6,4156,1
430,ATP6,4157,1
431,ATP6,4158,1
432,ATP6,4159,1
433,ATP6,4160,1
434,ATP6,4161,1
435,ATP6,4162,1
436,ATP6,4163,1
437,ATP6,4164,1
438,ATP6,4165,1
439,ATP6,4166,1
440,ATP6,4167,1
441,ATP6,4168,1
442,ATP6,4169,1
443,ATP6,4170,1
444,ATP6,4171,1
445,ATP6,4172,1
446,ATP6,4173,1
447,ATP6,4174,1
448,ATP6,4175,1
449,ATP6,4176,1
450,ATP6,4177,1
451,ATP6,4178,1
452,ATP6,4179,1
453,ATP6,4180,1
454,ATP6,4181,1
455,ATP6,4182,1
456,ATP6,4183,1
457,ATP6,4184,1
458,ATP6,4185,1
459,ATP6,4186,1
460,ATP6,4187,1
461,ATP6,4188,1
462,ATP6,4189,1
463,ATP6,4190,1
464,ATP6,4191,1
465,ATP6,4192,1
466,ATP6,4193,1
467,ATP6,4194,1
468,ATP6,4195,1
469,ATP6,4196,1
470,ATP6,4197,1
471,ATP6,4198,1
472,ATP6,4199,1
473,ATP6,4200,1
474,ATP6,4201,1
475,ATP6,4202,1
476,ATP6,4203,1
477,ATP6,4204,1
478,ATP6,4205,1
479,ATP6,4206,1
480,ATP6,4207,1
481,ATP6,4208,1
482,ATP6,4209,1
483,ATP6,4210,1
484,ATP6,4211,1
485,ATP6,4212,1
486,ATP6,4213,1
487,ATP6,4214,1
488,ATP6,4215,1
489,ATP6,4216,1
490,ATP6,4217,1
491,ATP6,4218,1
492,ATP6,4219,1
493,ATP6,4220,1
494,ATP6,4221,1
495,ATP6,4222,1
496,ATP6,4223,1
497,ATP6,4224,1
498,ATP6,4225,1
499,ATP6,4226,1
500,ATP6,4227,1
501,ATP6,4228,1
502,ATP6,4229,1
503,ATP6,4230,1
504,ATP6,4231,1
505,ATP6,4232,1
506,ATP6,4233,1
507,ATP6,4234,1
508,ATP6,4235,1
509,ATP6,4236,1
510,ATP6,4237,1
511,ATP6,4238,1
512,ATP6,4239,1
513,ATP6,4240,1
514,ATP6,4241,1
515,ATP6,4242,1
516,ATP6,4243,1
517,ATP6,4244,1
518,ATP6,4245,1
519,ATP6,4246,1
520,ATP6,4247,1
521,ATP6,4248,1
522,ATP6,4249,1
523,ATP6,4250,1
524,ATP6,4251,1
525,ATP6,4252,1
526,ATP6,4253,1
527,ATP6,4254,1
528,ATP6,4255,1
529,ATP6,4256,1
530,ATP6,4257,1
531,ATP6,4258,1
532,ATP6,4259,1
533,ATP6,4260,1
534,ATP6,4261,1
535,ATP6,4262,1
536,ATP6,4263,1
537,ATP6,4264,1
538,ATP6,4265,1
539,ATP6,4266,1
540,ATP6,4267,1
541,ATP6,4268,1
542,ATP6,4269,1
543,ATP6,4270,1
544,ATP6,4271,1
545,ATP6,4272,1
546,ATP6,4273,1
547,ATP6,4274,1
548,ATP6,4275,1
549,ATP6,4276,1
550,ATP6,4277,1
551,ATP6,4278,1
552,ATP6,4279,1
553,ATP6,4280,1
554,ATP6,4281,1
555,ATP6,4282,1
556,ATP6,4283,1
557,ATP6,4284,1
558,ATP6,4285,1
559,ATP6,4286,1
560,ATP6,4287,1
561,ATP6,4288,1
562,ATP6,4289,1
563,ATP6,4290,1
564,ATP6,4291,1
565,ATP6,4292,1
566,ATP6,4293,1
567,ATP6,4294,1
568,ATP6,4295,1
569,ATP6,4296,1
570,ATP6,4297,1
571,ATP6,4298,1
572,ATP6,4299,1
573,ATP6,4300,1
574,ATP6,4301,1
575,ATP6,4302,1
576,ATP6,4303,1
577,ATP6,4304,1
578,ATP6,4305,1
579,ATP6,4306,1
580,ATP6,4307,1
581,ATP6,4308,1
582,ATP6,4309,1
583,ATP6,4310,1
584,ATP6,4311,1
585,ATP6,4312,1
586,ATP6,4313,1
